,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Returning_Visitor
6156,4.0,234.3,0.0,0.0,2.0,11.1,0.0,0.04,0.0,0.0,0,1,1,5,5,1,0,0
6157,5.0,44.01666667,0.0,0.0,4.0,162.5333333,0.0,0.0,39.27673964,0.0,0,4,2,1,2,0,1,1
6158,4.0,20.0,0.0,0.0,34.0,461.23333330000014,0.0,0.022685185,0.0,0.0,7,2,3,1,4,1,0,1
6159,8.0,116.9607143,4.0,225.3666667,42.0,539.2273809999998,0.015510204,0.011281179,0.0,0.0,7,1,1,1,4,0,1,1
6160,3.0,142.2,0.0,0.0,24.0,755.0,0.0,0.007407406999999999,0.0,0.0,0,2,3,5,2,1,0,0
6162,6.0,207.0928571,1.0,52.4,35.0,2239.502857,0.010833333,0.024333333,0.0,0.0,11,1,1,5,3,0,0,1
6163,1.0,14.2,0.0,0.0,22.0,839.5681890000002,0.0,0.000952381,60.58437066,0.0,11,3,2,3,2,1,1,0
6166,6.0,60.36666667,3.0,189.3,12.0,304.7,0.0,0.038596491,2.8483122360000004,0.0,0,2,2,1,4,0,1,1
6167,6.0,78.51333333,1.0,63.4,110.0,1691.2361469999996,0.003448276,0.019359924,19.18310758,0.0,0,2,2,5,4,1,0,1
6168,1.0,6.0,0.0,0.0,25.0,1177.506667,0.008333333,0.0375,0.0,0.0,0,2,2,3,1,0,0,1
6172,2.0,67.6,0.0,0.0,8.0,183.8,0.0,0.02,0.0,0.0,0,1,1,1,5,0,0,0
6173,2.0,75.6,2.0,652.8,10.0,1143.666667,0.0,0.023333333,0.0,0.0,0,2,2,4,2,0,0,1
6174,0.0,0.0,0.0,0.0,19.0,753.3,0.0,0.0022222220000000003,0.0,0.0,0,2,3,1,4,0,0,1
6175,1.0,137.5,1.0,59.4,53.0,1844.65,0.022641509,0.049595687,0.0,0.0,0,4,2,1,3,0,0,1
6176,3.0,89.25,0.0,0.0,8.0,67.85,0.018181818,0.033333333,0.0,0.0,0,2,2,5,1,0,1,1
6177,0.0,0.0,0.0,0.0,9.0,281.5,0.0,0.008333333,0.0,0.0,0,4,2,5,5,0,0,1
6179,1.0,56.4,1.0,14.2,24.0,1183.826667,0.0,0.005128205,0.0,0.0,7,2,2,5,2,1,0,0
6181,3.0,73.6,0.0,0.0,10.0,104.95,0.0,0.001851852,0.0,0.0,0,3,2,3,2,1,0,1
6182,3.0,152.0,1.0,64.4,9.0,358.4,0.0,0.015384615,0.0,0.0,0,2,2,1,2,1,0,0
6183,0.0,0.0,0.0,0.0,3.0,50.4,0.0,0.066666667,0.0,0.0,7,2,2,3,1,0,0,1
6184,1.0,65.4,0.0,0.0,55.0,1033.65,0.017857143,0.024404762000000003,0.0,0.0,0,3,2,1,1,0,0,1
6186,8.0,279.2666667,0.0,0.0,16.0,453.4,0.0,0.011403509,0.0,0.0,7,3,2,5,4,0,0,1
6188,0.0,0.0,0.0,0.0,42.0,2385.666667,0.003333333,0.035833332999999995,0.0,0.0,7,2,3,5,1,0,0,1
6190,12.0,217.6491228,4.0,1009.733333,38.0,1639.0693609999996,0.02173913,0.031621722000000005,5.287005762,0.0,0,3,2,5,1,1,0,1
6192,4.0,30.3,0.0,0.0,7.0,493.4,0.0,0.016666667,0.0,0.0,0,2,3,1,2,0,1,0
6193,0.0,0.0,0.0,0.0,34.0,538.48,0.0,0.005882353000000001,5.860439769,0.0,0,2,2,5,2,0,1,1
6196,0.0,0.0,0.0,0.0,36.0,788.5,0.0,0.025,0.0,0.0,11,2,3,3,3,0,0,1
6197,3.0,33.46666667,0.0,0.0,113.0,1576.252222,0.0035087720000000003,0.009314954,40.08238165,0.0,0,2,2,5,3,0,0,1
6198,0.0,0.0,0.0,0.0,12.0,223.8,0.027777778,0.017777778,0.0,0.0,7,1,1,2,4,1,0,1
6200,4.0,50.93333333,0.0,0.0,67.0,860.0217460000001,0.0,0.002083333,0.0,0.0,0,2,3,1,5,0,0,0
6201,4.0,45.8,2.0,43.2,30.0,1021.838095,0.0,0.005882353000000001,40.43578994,0.0,11,2,2,4,2,0,0,0
6202,0.0,0.0,0.0,0.0,5.0,150.8,0.0,0.02,0.0,0.0,0,1,1,1,2,0,0,1
6203,1.0,0.0,1.0,66.4,14.0,668.3166667,0.014285714,0.028571429,44.89345937,0.0,0,4,2,1,5,1,1,1
6205,7.0,105.46666670000002,0.0,0.0,44.0,778.9666667,0.0,0.004166667,37.92414395,0.0,0,2,2,5,2,0,1,0
6207,3.0,67.86666667,2.0,12.0,16.0,393.0,0.0,0.015,0.0,0.0,0,2,3,1,5,0,0,0
6208,5.0,140.6,0.0,0.0,81.0,2408.312828,0.002554278,0.007459475,23.07581495,0.0,0,2,3,1,2,0,1,1
6209,5.0,60.8,0.0,0.0,3.0,20.6,0.0,0.033333333,0.0,0.0,0,2,3,5,2,1,0,0
6210,0.0,0.0,0.0,0.0,101.0,2611.747653,0.004356436,0.029287373,0.0,0.0,0,2,2,1,1,0,0,1
6211,0.0,0.0,0.0,0.0,27.0,458.2560317,0.007407406999999999,0.022222222000000003,38.12368584,0.0,0,1,1,2,2,0,1,1
6212,3.0,96.8,0.0,0.0,29.0,2041.626667,0.026075269,0.047324629000000014,0.0,0.0,0,2,2,3,1,0,0,1
6215,2.0,28.05714286,0.0,0.0,73.0,2260.857143,0.002666667,0.018933333,0.0,0.0,0,2,2,5,4,1,0,1
6216,0.0,0.0,0.0,0.0,10.0,158.3666667,0.0,0.0,54.9950922,0.0,7,2,2,1,1,0,1,1
6217,2.0,76.6,0.0,0.0,33.0,1932.716667,0.0,0.025196078,0.0,0.0,0,2,2,4,5,0,0,1
6218,2.0,134.0,0.0,0.0,15.0,284.1,0.0,0.011764706000000002,0.0,0.0,11,2,3,5,2,0,0,0
6219,1.0,18.2,0.0,0.0,58.0,2007.206667,0.003448276,0.027298851,0.0,0.0,7,4,2,5,1,0,0,1
6221,7.0,54.33333333,0.0,0.0,9.0,619.5333333,0.0,0.025,0.0,0.0,0,4,3,3,5,0,0,1
6222,5.0,87.8,0.0,0.0,38.0,842.4235931,0.0,0.011382114,52.28594057,0.0,0,1,1,1,2,1,1,1
6223,7.0,58.6,0.0,0.0,20.0,585.8833333,0.017391304,0.044637681,0.0,0.0,7,1,1,1,4,1,0,1
6224,0.0,0.0,0.0,0.0,12.0,599.6133332999998,0.0,0.020833333,0.0,0.0,11,2,2,4,5,1,0,1
6225,2.0,190.4,1.0,274.0,39.0,1321.853333,0.00952381,0.018253968,0.0,0.0,0,2,2,5,4,0,0,1
6227,0.0,0.0,0.0,0.0,8.0,321.2333333,0.0,0.0125,0.0,0.0,7,3,3,1,1,0,0,1
6228,2.0,213.6,4.0,108.0,19.0,989.3333332999997,0.029166667,0.0375,0.0,0.0,0,1,1,1,2,1,0,1
6230,2.0,7.0,0.0,0.0,15.0,533.11,0.011111111000000002,0.05,4.307627247,0.0,11,2,2,1,3,0,0,1
6231,1.0,22.2,0.0,0.0,16.0,694.4549784,0.0,0.001470588,54.91911804,0.0,0,2,2,5,2,0,1,0
6234,8.0,126.0,1.0,13.4,13.0,217.7166667,0.033333333,0.062,0.0,0.0,0,2,2,1,5,0,0,1
6235,4.0,54.93333333,0.0,0.0,35.0,1126.666667,0.0,0.005952381,28.32886648,0.0,7,2,2,5,2,0,0,1
6237,1.0,27.2,0.0,0.0,21.0,1003.658333,0.010526316,0.019064327,0.0,0.0,0,3,2,4,5,0,0,1
6239,1.0,52.4,0.0,0.0,13.0,447.2,0.0,0.007692308,42.30391708,0.0,0,1,1,1,5,1,1,1
6240,9.0,96.18666667,1.0,35.2,63.0,1345.136667,0.029166667,0.053287037,2.10185027,0.0,7,2,2,5,5,0,0,1
6242,4.0,169.2,0.0,0.0,14.0,315.4666667,0.0,0.011111111000000002,34.75023292,0.0,7,2,2,1,2,1,1,1
6243,3.0,86.95,6.0,173.2,17.0,481.31,0.0,0.0,27.69500776,0.0,11,2,2,5,5,0,1,0
6244,5.0,49.8,0.0,0.0,32.0,955.3333332999997,0.01875,0.0390625,0.0,0.0,0,2,2,1,5,0,0,1
6245,2.0,15.0,0.0,0.0,11.0,223.4666667,0.0,0.028571429,0.0,0.0,0,2,2,3,5,1,1,0
6246,0.0,0.0,1.0,0.0,17.0,982.757619,0.0125,0.035416667,0.0,0.0,0,2,3,2,1,0,0,1
6249,1.0,29.2,1.0,322.4,10.0,126.9333333,0.014285714,0.036904762,13.59420027,0.0,0,2,2,1,2,0,1,1
6250,2.0,53.4,0.0,0.0,3.0,66.4,0.0,0.04,0.0,0.0,0,1,1,4,3,1,0,1
6251,2.0,46.4,0.0,0.0,30.0,2559.433333,0.027586207,0.064367816,0.0,0.0,0,3,2,5,1,1,0,1
6252,5.0,118.9,4.0,380.7,4.0,188.4,0.0,0.006666666999999999,0.0,0.0,0,4,2,1,4,0,0,1
6253,11.0,169.8833333,2.0,160.4,25.0,489.15,0.0125,0.0171875,0.0,0.0,0,3,2,3,5,1,0,1
6254,1.0,0.0,0.0,0.0,10.0,645.2,0.03,0.05,0.0,0.0,7,3,2,4,1,0,0,1
6255,1.0,12.0,0.0,0.0,4.0,63.4,0.0,0.04,0.0,0.0,0,1,3,5,5,0,0,0
6257,1.0,26.2,0.0,0.0,13.0,245.1666667,0.0,0.0,58.9241766,0.0,0,2,3,3,4,0,1,0
6258,4.0,206.0666667,0.0,0.0,9.0,113.4333333,0.0,0.018181818,0.0,0.0,0,2,2,1,5,0,0,1
6259,1.0,3.0,0.0,0.0,24.0,342.0,0.024,0.048,0.0,0.0,0,2,2,1,1,0,0,1
6261,10.0,264.9,1.0,14.8,24.0,718.9566667,0.0,0.003448276,0.0,0.0,0,3,2,1,4,0,0,1
6262,0.0,0.0,0.0,0.0,113.0,1341.632619,0.004804805,0.011846847,0.0,0.0,7,2,2,1,5,0,0,1
6263,0.0,0.0,0.0,0.0,22.0,641.5166667000002,0.00952381,0.00952381,34.5222117,0.0,0,1,1,1,2,0,0,1
6264,0.0,0.0,0.0,0.0,17.0,477.7166667,0.0,0.0,0.0,0.0,0,2,2,5,2,1,0,0
6265,1.0,29.2,0.0,0.0,13.0,199.2844444,0.0,0.0,0.0,0.0,7,1,1,1,4,0,0,1
6266,7.0,101.0833333,0.0,0.0,26.0,349.1166667,0.006060606,0.023484848,39.41924911,0.0,0,2,3,3,4,0,0,1
6267,0.0,0.0,0.0,0.0,4.0,166.9,0.0,0.0,0.0,0.0,0,3,2,4,4,0,0,0
6269,1.0,39.2,0.0,0.0,26.0,1210.917778,0.014814815,0.014814815,2.480024644,0.0,11,4,2,1,1,0,1,1
6272,4.0,48.8,0.0,0.0,11.0,344.8,0.015384615,0.054395604000000014,0.0,0.0,0,3,2,1,4,1,0,1
6274,1.0,18.2,0.0,0.0,17.0,225.68,0.0,0.003703704,0.0,0.0,11,2,3,1,2,0,0,1
6276,2.0,28.2,0.0,0.0,7.0,212.5,0.0,0.007407406999999999,94.01683315,0.0,11,2,2,3,2,1,1,0
6277,2.0,82.6,6.0,316.0,34.0,1446.733333,0.0,0.002439024,0.0,0.0,0,4,1,4,2,1,0,0
6279,0.0,0.0,0.0,0.0,3.0,35.4,0.0,0.066666667,0.0,0.0,11,1,1,1,1,0,0,1
6280,1.0,0.0,0.0,0.0,3.0,178.5,0.0,0.066666667,8.04958574,0.0,0,2,3,2,1,0,0,1
6281,3.0,81.4,0.0,0.0,18.0,240.3,0.0,0.030434783,0.0,0.0,0,2,2,1,5,0,0,1
6282,0.0,0.0,1.0,0.0,45.0,1165.84,0.0,0.034042553,7.198820003,0.0,0,2,2,5,1,0,1,1
6283,0.0,0.0,0.0,0.0,10.0,421.6,0.0,0.011111111000000002,0.0,0.0,11,1,1,1,4,0,0,1
6284,3.0,48.4,0.0,0.0,137.0,3004.628109,0.002380952,0.011750149,0.0,0.0,0,2,3,5,2,0,0,1
6285,1.0,11.1,0.0,0.0,48.0,830.3142529,0.004347826,0.017619048000000002,0.0,0.0,11,1,1,1,3,0,0,1
6286,2.0,53.85,0.0,0.0,2.0,161.2,0.0,0.0,0.0,0.0,0,2,3,3,1,0,0,1
6287,0.0,0.0,0.0,0.0,14.0,598.4333333,0.014285714,0.035714286,0.0,0.0,7,2,3,5,3,0,0,1
6288,8.0,89.9,3.0,20.0,84.0,1854.915556,0.004210526,0.012385965,3.170426459,0.0,7,2,2,5,1,0,0,1
6289,2.0,23.2,0.0,0.0,5.0,59.4,0.0,0.00952381,32.73373471,0.0,11,2,3,4,5,0,0,0
6290,1.0,29.2,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,0.0,11,1,1,4,2,1,1,1
6292,2.0,27.46666667,3.0,245.8,28.0,524.06,0.02,0.054666667,20.42600013,0.0,0,2,2,5,1,0,1,1
6295,2.0,61.48,0.0,0.0,40.0,797.0033333,0.0,0.012539087,10.20777685,0.0,0,2,2,3,2,0,0,1
6297,9.0,178.52,3.0,183.2666667,7.0,205.8566667,0.0,0.035555556,0.0,0.0,7,2,2,1,2,0,0,0
6298,2.0,175.2,0.0,0.0,60.0,1635.466667,0.006557377,0.014754098,0.0,0.0,11,2,3,5,3,0,0,1
6299,4.0,228.72,0.0,0.0,4.0,154.9,0.0,0.008333333,0.0,0.0,0,1,3,1,5,0,0,0
6300,3.0,80.6,0.0,0.0,37.0,936.4166667000003,0.0,0.005128205,0.0,0.0,7,1,1,4,2,1,0,1
6302,0.0,0.0,1.0,297.2,8.0,320.2666667,0.0,0.044444444000000013,17.79528223,0.0,0,2,2,1,5,0,1,1
6303,8.0,101.1428571,0.0,0.0,109.0,1370.127838,0.004512398,0.019698317,0.0,0.0,7,2,2,1,3,0,0,1
6304,11.0,201.84,0.0,0.0,48.0,2074.401905,0.0,0.016071428999999998,7.248757745,0.0,0,2,3,3,1,0,0,1
6305,1.0,129.36,0.0,0.0,6.0,341.36,0.0,0.0625,11.27546478,0.0,11,2,3,3,1,0,0,1
6307,0.0,0.0,0.0,0.0,10.0,349.1111111,0.02,0.02,88.39170518,0.0,0,3,2,1,5,1,1,1
6308,1.0,32.2,0.0,0.0,32.0,396.4714286,0.021212121,0.050688705,0.0,0.0,7,1,1,2,3,1,0,1
6309,3.0,55.33333333,0.0,0.0,4.0,420.0,0.0125,0.0625,0.0,0.0,0,1,1,4,3,0,1,1
6310,9.0,103.9333333,0.0,0.0,16.0,172.1333333,0.012,0.049,0.0,0.0,0,1,1,1,2,0,1,1
6312,0.0,0.0,0.0,0.0,31.0,641.6558915,0.0,0.005376344,60.04472938,0.0,0,1,1,4,2,0,1,0
6313,4.0,82.46666667,0.0,0.0,10.0,153.9,0.016666667,0.016666667,0.0,0.0,7,3,2,5,4,0,1,1
6314,0.0,0.0,0.0,0.0,7.0,296.7666667,0.0,0.0,0.0,0.0,0,1,3,5,3,0,0,1
6316,1.0,94.8,0.0,0.0,6.0,223.1,0.0,0.00952381,0.0,0.0,0,4,3,5,5,0,0,1
6317,1.0,21.2,0.0,0.0,24.0,1123.246667,0.0,0.017391304,30.04921703,0.0,0,2,2,3,2,0,1,1
6318,2.0,69.0,0.0,0.0,51.0,2103.628837,0.0,0.015384615,40.659727,0.0,0,2,2,4,5,0,1,1
6319,8.0,115.2,1.0,11.0,18.0,436.6,0.008695652,0.008695652,0.0,0.0,11,2,2,5,2,0,0,1
6320,4.0,118.8,0.0,0.0,11.0,805.5,0.0,0.033333333,0.0,0.0,0,1,1,5,3,0,0,1
6323,0.0,0.0,0.0,0.0,3.0,135.0,0.0,0.066666667,0.0,0.0,0,1,1,5,1,1,0,1
6325,7.0,61.08,0.0,0.0,39.0,1324.85,0.0,0.01627907,0.0,0.0,0,2,2,1,4,0,0,1
6326,6.0,71.5,0.0,0.0,79.0,1854.26,0.039,0.06880303,2.852036737,0.0,7,2,2,5,1,0,0,1
6327,0.0,0.0,0.0,0.0,14.0,1049.05,0.0,0.016666667,0.0,0.0,11,3,2,1,5,0,0,1
6328,10.0,168.9066667,2.0,18.4,36.0,853.8502721000001,0.0,0.007751938000000002,5.6479944,0.0,0,3,2,3,2,1,0,1
6329,2.0,42.4,0.0,0.0,5.0,163.2,0.0,0.028571429,20.71678117,0.0,0,2,3,3,3,0,1,1
6330,5.0,34.44242424,0.0,0.0,103.0,1843.759347,0.0,0.019613005,0.0,0.0,0,2,3,1,2,1,0,1
6331,1.0,7.0,2.0,15.0,17.0,2269.9,0.0,0.019047619,0.0,0.0,7,2,2,3,4,0,1,1
6332,7.0,99.8,5.0,466.4,28.0,839.7333332999998,0.001754386,0.009231412,0.0,0.0,11,2,2,3,1,0,1,1
6333,0.0,0.0,0.0,0.0,1.0,1195.8,0.0,0.0,0.0,0.0,0,2,2,5,5,0,0,1
6336,2.0,56.4,1.0,0.0,72.0,2101.467925,0.006140351,0.029986961,0.0,0.0,0,1,1,2,2,0,0,1
6338,0.0,0.0,0.0,0.0,80.0,1566.333333,0.005,0.027916667000000003,0.720181023,0.0,0,2,2,5,1,0,1,1
6339,1.0,28.2,0.0,0.0,35.0,942.6879221,0.017142857,0.035442177000000005,8.435206908,0.0,0,1,1,1,2,1,0,1
6340,1.0,20.2,6.0,226.0,76.0,1308.573395,0.032611502,0.054407935,0.0,0.0,0,3,2,5,2,0,0,1
6341,2.0,58.4,0.0,0.0,24.0,589.8,0.032098765,0.05617284,1.696968944,0.0,0,2,2,1,1,1,0,1
6343,3.0,40.55,0.0,0.0,10.0,151.0818182,0.008333333,0.038888889,0.0,0.0,7,2,2,1,5,0,0,0
6344,1.0,23.2,0.0,0.0,3.0,397.8,0.0,0.0,0.0,0.0,0,2,2,1,4,0,0,1
6348,2.0,241.6,0.0,0.0,28.0,920.7,0.0,0.015555556000000003,0.0,0.0,11,1,3,3,5,0,0,1
6349,0.0,0.0,0.0,0.0,16.0,336.3,0.0125,0.025,0.0,0.0,7,2,2,5,1,0,0,1
6350,4.0,65.4,0.0,0.0,23.0,1954.4,0.0,0.006666666999999999,15.13596148,0.0,0,2,2,3,2,0,0,1
6351,4.0,12.0,0.0,0.0,28.0,580.65,0.0,0.016666667,0.0,0.0,7,1,2,1,4,0,0,1
6353,4.0,60.2,0.0,0.0,8.0,132.8,0.0,0.009090909,0.0,0.0,0,1,1,1,2,0,0,1
6354,7.0,56.3,0.0,0.0,11.0,353.9,0.025,0.04375,10.02470626,0.0,0,2,2,2,1,0,0,1
6355,3.0,117.8,0.0,0.0,62.0,2032.39696,0.0052307690000000006,0.01881429,0.0,0.0,0,3,2,5,4,0,0,1
6356,0.0,0.0,0.0,0.0,6.0,66.9,0.0,0.02,0.0,0.0,11,3,2,1,2,0,0,0
6357,0.0,0.0,0.0,0.0,20.0,1413.768571,0.025,0.038472222,0.0,0.0,0,1,2,3,1,1,0,1
6358,9.0,179.37857140000003,0.0,0.0,8.0,131.97857140000002,0.0,0.0025,0.0,0.0,0,2,2,1,5,0,0,0
6359,0.0,0.0,3.0,135.0,32.0,804.1899133999998,0.029946524,0.03546327,4.027998418,0.0,0,1,1,5,2,1,0,1
6360,3.0,98.6,0.0,0.0,7.0,131.8,0.0,0.02,88.84365062,0.0,0,2,2,5,2,0,1,1
6361,3.0,29.44,1.0,0.0,4.0,15.24,0.0,0.039583333,0.0,0.0,0,2,2,5,2,0,1,1
6363,2.0,24.2,0.0,0.0,8.0,530.0,0.0,0.044444444000000013,0.0,0.0,0,1,3,1,2,0,0,1
6364,1.0,27.2,0.0,0.0,71.0,1722.721127,0.005555556,0.034027778,0.0,0.0,7,2,2,5,1,1,0,1
6365,2.0,20.2,0.0,0.0,7.0,114.53333329999998,0.0,0.05,0.0,0.0,0,2,2,1,1,0,0,1
6366,0.0,0.0,0.0,0.0,22.0,657.42,0.021212121,0.046969697000000005,0.0,0.0,7,3,2,3,4,1,0,1
6368,2.0,24.0,0.0,0.0,37.0,1391.105556,0.001315789,0.01505848,0.0,0.0,0,1,1,2,2,0,0,1
6370,1.0,249.8,2.0,722.9,8.0,2219.583333,0.0,0.0,0.0,0.0,11,2,3,4,2,0,0,0
6372,1.0,0.0,2.0,6.0,9.0,195.1666667,0.0,0.066666667,0.0,0.0,0,4,2,3,4,0,0,1
6373,1.0,15.1,0.0,0.0,9.0,248.05,0.0,0.01875,0.0,0.0,0,3,2,4,4,0,0,0
6374,4.0,19.8,0.0,0.0,2.0,10.0,0.0125,0.034166667000000005,0.0,0.0,0,1,1,5,5,1,1,0
6376,0.0,0.0,0.0,0.0,37.0,1530.006667,0.0,0.005555556,0.0,0.0,0,2,2,2,2,1,0,1
6377,0.0,0.0,0.0,0.0,47.0,1423.0,0.004347826,0.013768116,0.0,0.0,0,2,2,5,1,0,0,1
6378,2.0,34.2,0.0,0.0,5.0,63.4,0.0,0.028571429,0.0,0.0,7,4,1,2,2,0,0,0
6379,4.0,143.06666669999996,1.0,6.5,74.0,1294.405,0.002666667,0.010666667,0.0,0.0,0,2,2,3,1,1,0,1
6380,4.0,65.68,1.0,42.4,12.0,285.68,0.015384615,0.038461538,0.0,0.0,0,2,3,4,3,1,0,1
6381,2.0,115.2,0.0,0.0,7.0,211.1,0.0,0.0,0.0,0.0,7,2,2,2,2,1,0,0
6383,1.0,0.0,3.0,69.0,15.0,352.875,0.0,0.055555556,0.0,0.0,0,2,2,3,2,0,0,1
6384,7.0,140.9,1.0,18.2,20.0,318.7666667,0.0,0.009876543,0.0,0.0,0,2,2,3,2,0,0,0
6385,1.0,11.0,0.0,0.0,2.0,51.06666667,0.0,0.0,0.0,0.0,0,2,2,5,5,0,0,1
6386,3.0,32.0,0.0,0.0,15.0,276.3666667,0.0,0.0,55.82099528,0.0,0,2,3,1,2,0,0,0
6388,2.0,12.1,0.0,0.0,4.0,38.3,0.00952381,0.066666667,0.0,0.0,11,1,2,1,5,0,0,1
6390,0.0,0.0,0.0,0.0,62.0,944.4055556,0.0,0.015591398,0.0,0.0,0,1,1,5,3,0,0,1
6391,0.0,0.0,0.0,0.0,4.0,72.0,0.0,0.0,35.34967016,0.0,0,3,2,3,2,1,1,1
6393,1.0,64.4,0.0,0.0,22.0,2364.65,0.0,0.043478261,0.0,0.0,0,2,2,1,2,0,0,1
6394,3.0,145.2,0.0,0.0,28.0,425.09690480000006,0.0,0.002380952,0.0,0.0,0,3,2,5,5,1,0,0
6395,0.0,0.0,0.0,0.0,19.0,528.25,0.0,0.005263158,0.0,0.0,0,2,2,5,2,0,0,1
6396,0.0,0.0,0.0,0.0,14.0,276.35,0.0,0.007142857,0.0,0.0,0,1,1,1,2,0,0,1
6397,2.0,24.2,0.0,0.0,3.0,52.4,0.0,0.04,0.0,0.0,0,2,2,3,5,0,0,0
6398,0.0,0.0,0.0,0.0,32.0,905.1,0.0,0.0,83.80837784,0.0,0,2,2,5,2,0,1,0
6399,0.0,0.0,0.0,0.0,12.0,274.75,0.0,0.030555556,0.0,0.0,11,2,2,1,1,0,0,1
6400,1.0,8.0,0.0,0.0,47.0,1459.576667,0.010416667,0.017638888999999998,0.0,0.0,0,1,1,3,3,0,0,1
6404,0.0,0.0,0.0,0.0,3.0,60.4,0.0,0.066666667,0.0,0.0,0,1,1,1,5,0,0,1
6405,5.0,75.66349206,0.0,0.0,4.0,35.92777778,0.0,0.056481480999999986,0.0,0.0,0,2,3,5,2,0,0,1
6406,2.0,49.4,0.0,0.0,45.0,1526.14119,0.0,0.0044444440000000005,117.6165932,0.0,0,2,2,3,2,1,1,1
6407,1.0,50.4,0.0,0.0,49.0,1463.48,0.004081633,0.015646259,24.68624612,0.0,0,2,2,5,1,0,0,1
6408,4.0,123.4,0.0,0.0,38.0,585.37,0.017948718,0.033333333,0.0,0.0,7,1,1,3,3,1,0,1
6409,0.0,0.0,0.0,0.0,7.0,211.6333333,0.0,0.0,28.80119616,0.0,0,1,1,1,5,0,1,0
6410,1.0,10.0,0.0,0.0,23.0,271.5785714,0.0,0.008333333,0.0,0.0,0,2,2,4,1,0,0,1
6412,2.0,139.0,0.0,0.0,5.0,274.7,0.0,0.014285714,0.0,0.0,7,1,1,5,2,0,0,0
6413,11.0,251.3090909,2.0,1655.4,80.0,1249.048358,0.003571429,0.013743735,8.517221252,0.0,0,3,2,4,2,1,0,1
6415,0.0,0.0,0.0,0.0,5.0,89.86666667,0.04,0.06,0.0,0.0,7,3,2,5,4,1,0,1
6416,2.0,36.4,0.0,0.0,3.0,28.2,0.0,0.0,55.89978908,0.0,0,1,1,3,2,0,0,0
6418,3.0,113.1,0.0,0.0,17.0,237.6066667,0.0,0.033333333,94.10360412,0.0,0,1,1,2,4,0,1,1
6419,3.0,38.3,0.0,0.0,18.0,929.2,0.0,0.010884354,0.0,0.0,7,2,2,5,2,1,0,1
6420,2.0,43.73333333,0.0,0.0,19.0,158.93333330000004,0.0,0.003741497,0.0,0.0,0,1,1,5,2,0,0,1
6423,4.0,275.1,2.0,43.4,31.0,1108.653333,0.006060606,0.012121212,0.0,0.0,0,3,2,1,5,1,0,1
6424,0.0,0.0,0.0,0.0,31.0,2285.2,0.006451613,0.04516129,0.0,0.0,11,2,2,5,1,0,0,1
6426,4.0,59.53333333,0.0,0.0,13.0,183.65,0.0,0.011764706000000002,0.0,0.0,0,2,2,5,2,0,0,0
6427,0.0,0.0,0.0,0.0,8.0,232.0,0.0,0.025,0.0,0.0,7,1,2,1,2,1,0,1
6428,1.0,54.4,0.0,0.0,1.0,101.2727273,0.0,0.007042254,0.0,0.0,0,2,2,4,2,0,0,1
6429,2.0,64.4,0.0,0.0,15.0,443.56666669999987,0.0,0.00625,166.3735531,0.0,0,1,1,1,5,1,0,0
6430,2.0,31.2,2.0,468.4,15.0,1388.0,0.003703704,0.06333333299999999,12.1360201,0.0,7,2,2,5,3,1,0,1
6431,0.0,0.0,0.0,0.0,17.0,557.4,0.0,0.011111111000000002,83.93274289,0.0,0,2,2,2,2,1,1,0
6432,3.0,16.0,0.0,0.0,24.0,1004.383333,0.0,0.023076923,0.0,0.0,0,2,2,4,5,0,0,1
6434,0.0,0.0,0.0,0.0,9.0,249.41,0.022222222000000003,0.005128205,0.0,0.0,11,1,2,1,4,0,0,1
6435,7.0,119.4,0.0,0.0,16.0,743.5314286,0.01,0.02,35.35631939,0.0,0,1,1,5,4,0,0,1
6436,3.0,23.2,0.0,0.0,24.0,809.4333333,0.0128,0.021333333,0.0,0.0,0,3,2,1,3,1,0,1
6437,1.0,22.2,2.0,44.4,37.0,400.8,0.005128205,0.002564103,0.0,0.0,0,2,3,1,2,0,0,1
6438,3.0,82.95714286,0.0,0.0,28.0,951.4412698,0.013793103,0.025860732,0.0,0.0,0,3,2,1,2,0,0,1
6440,0.0,0.0,0.0,0.0,2.0,30.4,0.0,0.066666667,21.47899475,0.0,0,1,3,5,5,1,1,1
6441,0.0,0.0,0.0,0.0,6.0,339.5,0.0,0.016666667,124.9045858,0.0,11,2,3,5,5,0,1,0
6442,0.0,0.0,0.0,0.0,27.0,1010.633333,0.0,0.012962963,0.0,0.0,0,2,2,1,2,0,0,1
6445,3.0,60.4,0.0,0.0,4.0,25.8,0.0,0.04,0.0,0.0,7,1,1,3,4,0,0,0
6446,2.0,89.33333333,0.0,0.0,22.0,502.50833330000006,0.0,0.018695652,0.0,0.0,0,3,2,2,2,1,0,1
6448,7.0,98.46666667,0.0,0.0,13.0,257.9333333,0.0,0.016,0.0,0.0,0,2,2,3,4,0,0,1
6449,0.0,0.0,0.0,0.0,4.0,236.8,0.0,0.05,36.26141924,0.0,0,2,2,3,1,0,1,1
6451,0.0,0.0,0.0,0.0,13.0,266.8,0.0,0.015384615,0.0,0.0,7,2,3,5,4,0,0,1
